brand_raw,price_discounted,price_mrp,page
"Elgozon Tablets 200mg (1 Box = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",119
"Atcomid Tablets 100mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 665.00

Rs. 700.00","665.00

 700.00","665.00

 700.00",119
"Atcomid Tablets 100mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 665.00

Rs. 700.00","665.00

 700.00","665.00

 700.00",119
"Rosubar Tablets 10mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",119
"Aloc Capsules 60mg (1 Box = 1 Strip)(1 Strip = 10 Capsules)

Rs. 171.00

Rs. 180.00","171.00

 180.00","171.00

 180.00",119
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",119
"Fdl Ringer Infusion 500ml

Rs. 287.79

Rs. 302.94","287.79

 302.94","287.79

 302.94",119
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",119
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",119
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",119
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",119
"Healthaid Osteovit-D Calcium Plus Tablets (1 Box = 30 Tablets)

Rs. 1,681.50

Rs. 1,770.00","1,681.50

 1,770.00","1,681.50

 1,770.00",119
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",119
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",119
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",119
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",119
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",119
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",120
"Alphagan Eye Drops 0.2% 5ml

Rs. 807.50

Rs. 850.00","807.50

 850.00","807.50

 850.00",120
"Dayline Iv Injection 1g (1 Box = 1 Injection)

Rs. 456.00

Rs. 480.00","456.00

 480.00","456.00

 480.00",120
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",120
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",120
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",120
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",120
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",120
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",120
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",120
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",120
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",120
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",120
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",120
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",120
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",120
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",120
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",121
"Sacvin Tablets 49mg/51mg (1 Strip = 10 Tablets)

Rs. 726.40

Rs. 764.68","726.40

 764.68","726.40

 764.68",121
"Sacvin Tablets 49mg/51mg (1 Strip = 10 Tablets)

Rs. 726.40

Rs. 764.68","726.40

 764.68","726.40

 764.68",121
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",121
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",121
"Calamox Duo 70ml Suspension 400mg/57ml

Rs. 316.64

Rs. 333.31","316.64

 333.31","316.64

 333.31",121
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",121
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",121
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",121
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",121
"Ansaid Tablets 100mg (1 Strip = 10 Tablets)

Rs. 133.10

Rs. 140.07","133.10

 140.07","133.10

 140.07",121
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",121
"Sacvin Tablets 49mg/51mg (1 Strip = 10 Tablets)

Rs. 726.40

Rs. 764.68","726.40

 764.68","726.40

 764.68",121
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",121
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",121
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",122
"Ansaid Tablets 100mg (1 Strip = 10 Tablets)

Rs. 133.10

Rs. 140.07","133.10

 140.07","133.10

 140.07",122
"Elgozon Tablets 200mg (1 Box = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",122
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",122
"Destina Tablets 5mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 299.30

Rs. 315.00","299.30

 315.00","299.30

 315.00",122
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",122
"Crestat Ez Tablets 20mg/10mg (1 Box = 1 Strip) (1 Strip = 10 Tablets)

Rs. 647.00

Rs. 681.10","647.00

 681.10","647.00

 681.10",122
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",122
"Elgozon Tablets 200mg (1 Box = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",122
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",122
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",122
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",122
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",122
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",122
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",123
"Bynevol Tablets 10mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 447.30

Rs. 470.80","447.30

 470.80","447.30

 470.80",123
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",123
"Sarcol Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 266.60

Rs. 280.60","266.60

 280.60","266.60

 280.60",123
"Alphagan Eye Drops 0.2% 5ml

Rs. 807.50

Rs. 850.00","807.50

 850.00","807.50

 850.00",123
"Bynevol Tablets 10mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 447.30

Rs. 470.80","447.30

 470.80","447.30

 470.80",123
"Fdl Ringer Infusion 500ml

Rs. 287.79

Rs. 302.94","287.79

 302.94","287.79

 302.94",123
"Spasrid Tablets (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 427.50

Rs. 450.00","427.50

 450.00","427.50

 450.00",123
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",123
"Tenofo-B Tablets 300mg

Rs. 4,065.90

Rs. 4,280.00","4,065.90

 4,280.00","4,065.90

 4,280.00",123
"Fdl Ringer Infusion 500ml

Rs. 287.79

Rs. 302.94","287.79

 302.94","287.79

 302.94",123
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",123
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",123
"Bynevol Tablets 10mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 447.30

Rs. 470.80","447.30

 470.80","447.30

 470.80",123
"Fdl Ringer Infusion 500ml

Rs. 287.79

Rs. 302.94","287.79

 302.94","287.79

 302.94",123
"Calamox Duo 70ml Suspension 400mg/57ml

Rs. 316.64

Rs. 333.31","316.64

 333.31","316.64

 333.31",123
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",124
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",124
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",124
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",124
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",124
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",124
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",124
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",124
"Dermive Urea Lotion 100ml

Rs. 1,004.15

Rs. 1,057.00","1,004.15

 1,057.00","1,004.15

 1,057.00",124
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",124
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",124
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",124
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",124
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",124
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",124
"Dermive Urea Lotion 100ml

Rs. 1,004.15

Rs. 1,057.00","1,004.15

 1,057.00","1,004.15

 1,057.00",124
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",125
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",125
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",125
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",125
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",125
"Olepra Tablets 10mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 278.40

Rs. 293.00","278.40

 293.00","278.40

 293.00",125
"Calamox Duo 70ml Suspension 400mg/57ml

Rs. 316.64

Rs. 333.31","316.64

 333.31","316.64

 333.31",125
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",125
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",125
"Melas Cream 15g

Rs. 341.05

Rs. 359.00","341.05

 359.00","341.05

 359.00",125
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",125
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",125
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",125
"Hair Aid Softgel Capsules (1 Box = 30 Capsules)

Rs. 1,054.50

Rs. 1,110.00","1,054.50

 1,110.00","1,054.50

 1,110.00",125
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",125
"Atcomid Tablets 100mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 665.00

Rs. 700.00","665.00

 700.00","665.00

 700.00",125
"Elgozon Tablets 200mg (1 Box = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",125
"Zentro Tablets 40mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 427.56

Rs. 450.00","427.56

 450.00","427.56

 450.00",126
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",126
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",126
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",126
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",126
"Tenofo-B Tablets 300mg

Rs. 4,065.90

Rs. 4,280.00","4,065.90

 4,280.00","4,065.90

 4,280.00",126
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",126
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",126
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",126
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",126
"Calamox Ds 90ml Suspension 312.50mg/5ml

Rs. 327.10

Rs. 344.32","327.10

 344.32","327.10

 344.32",126
"Nutrifactor Nuroton Tablets (1 Bottle = 30 Tablets)

Rs. 1,140.00

Rs. 1,200.00","1,140.00

 1,200.00","1,140.00

 1,200.00",126
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",126
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",126
"Brivace Tablets 50mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 1,309.14

Rs. 1,378.00","1,309.14

 1,378.00","1,309.14

 1,378.00",126
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",126
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",126
"Alphagan Eye Drops 0.2% 5ml

Rs. 807.50

Rs. 850.00","807.50

 850.00","807.50

 850.00",127
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",127
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",127
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",127
"Eventone-C Cream 30g

Rs. 1,947.50

Rs. 2,050.00","1,947.50

 2,050.00","1,947.50

 2,050.00",127
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",127
"Atcomid Tablets 100mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 665.00

Rs. 700.00","665.00

 700.00","665.00

 700.00",127
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",127
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",127
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",127
"Rupataget Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 166.25

Rs. 175.00","166.25

 175.00","166.25

 175.00",127
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",127
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",127
"Progrel-Ap Tablets 75/75mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 588.00

Rs. 618.96","588.00

 618.96","588.00

 618.96",127
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",127
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",127
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",127
"Nassa Tablets 15mg (1 Strip = 10 Tablets)

Rs. 323.00

Rs. 340.00","323.00

 340.00","323.00

 340.00",127
"Cefaloget 60ml Oral Suspension 250mg/5ml

Rs. 484.50

Rs. 510.00","484.50

 510.00","484.50

 510.00",128
"Progrel-Ap Tablets 75/75mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 588.00

Rs. 618.96","588.00

 618.96","588.00

 618.96",128
"Cefaloget 60ml Oral Suspension 250mg/5ml

Rs. 484.50

Rs. 510.00","484.50

 510.00","484.50

 510.00",128
"Nassa Tablets 15mg (1 Strip = 10 Tablets)

Rs. 323.00

Rs. 340.00","323.00

 340.00","323.00

 340.00",128
"Rupataget Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 166.25

Rs. 175.00","166.25

 175.00","166.25

 175.00",128
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",128
"Atcomid Tablets 100mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 665.00

Rs. 700.00","665.00

 700.00","665.00

 700.00",128
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",128
"Cefaloget 60ml Oral Suspension 250mg/5ml

Rs. 484.50

Rs. 510.00","484.50

 510.00","484.50

 510.00",128
"Progrel-Ap Tablets 75/75mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 588.00

Rs. 618.96","588.00

 618.96","588.00

 618.96",128
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",128
"Rupataget Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 166.25

Rs. 175.00","166.25

 175.00","166.25

 175.00",128
"Spasrid Tablets (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 427.50

Rs. 450.00","427.50

 450.00","427.50

 450.00",128
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",128
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",128
"Healthaid Osteovit-D Calcium Plus Tablets (1 Box = 30 Tablets)

Rs. 1,681.50

Rs. 1,770.00","1,681.50

 1,770.00","1,681.50

 1,770.00",128
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",128
"Spasrid Tablets (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 427.50

Rs. 450.00","427.50

 450.00","427.50

 450.00",128
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",129
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",129
"Spasrid Tablets (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 427.50

Rs. 450.00","427.50

 450.00","427.50

 450.00",129
"Myteka Tablets 10mg (1 Strip = 7 Tablets)

Rs. 263.62

Rs. 277.50","263.62

 277.50","263.62

 277.50",129
"Novelink Capsules 500mg (1 Strip = 6 Capsules)

Rs. 163.86

Rs. 172.50","163.86

 172.50","163.86

 172.50",129
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",129
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",129
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",129
"Tenofo-B Tablets 300mg

Rs. 4,065.90

Rs. 4,280.00","4,065.90

 4,280.00","4,065.90

 4,280.00",129
"Synalar-C Cream 5g

Rs. 142.50

Rs. 150.00","142.50

 150.00","142.50

 150.00",129
"Hytrin Tablets 5mg (1 Strip = 10 Tablets)

Rs. 845.70

Rs. 890.22","845.70

 890.22","845.70

 890.22",129
"Kleen Enema Rectal Liquid 135ml

Rs. 341.05

Rs. 359.00","341.05

 359.00","341.05

 359.00",129
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",129
"Tenofo-B Tablets 300mg

Rs. 4,065.90

Rs. 4,280.00","4,065.90

 4,280.00","4,065.90

 4,280.00",129
"Synalar-C Cream 5g

Rs. 142.50

Rs. 150.00","142.50

 150.00","142.50

 150.00",129
"Hytrin Tablets 5mg (1 Strip = 10 Tablets)

Rs. 845.70

Rs. 890.22","845.70

 890.22","845.70

 890.22",129
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",129
"Healthaid Osteovit-D Calcium Plus Tablets (1 Box = 30 Tablets)

Rs. 1,681.50

Rs. 1,770.00","1,681.50

 1,770.00","1,681.50

 1,770.00",129
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",130
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",130
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",130
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",130
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",130
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",130
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",130
"Rupataget Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 166.25

Rs. 175.00","166.25

 175.00","166.25

 175.00",130
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",130
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",130
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",130
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",130
"Aloc Capsules 60mg (1 Box = 1 Strip)(1 Strip = 10 Capsules)

Rs. 171.00

Rs. 180.00","171.00

 180.00","171.00

 180.00",130
